symptoms,grouped diseases
knee pain,"{'ankylosing spondylitis': 0.03814985662635582, 'arthritis of the hip': 0.07767111332751528, 'avascular necrosis': 0.0007480364044383493, 'bone disorder': 0.017204837302082034, 'bunion': 0.0024934546814611644, 'burn': 0.0038648547562648047, 'bursitis': 0.07804513152973444, 'chondromalacia of the patella': 0.0037401820221917466, 'chronic knee pain': 0.010597182396209949, 'chronic pain disorder': 0.04288742052113203, 'dislocation of the knee': 0.00037401820221917467, 'dislocation of the patella': 0.00037401820221917467, 'flat feet': 0.0024934546814611644, 'fracture of the leg': 0.04164069318040144, 'fracture of the patella': 0.005984291235506795, 'fracture of the pelvis': 0.017204837302082034, 'ganglion cyst': 0.0417653659144745, 'gout': 0.08066325894526867, 'hemarthrosis': 0.0008727091385114076, 'injury to the knee': 0.0037401820221917466, 'injury to the leg': 0.07692307692307693, 'joint effusion': 0.028425383368657273, 'juvenile rheumatoid arthritis': 0.0024934546814611644, 'knee ligament or meniscus tear': 0.006732327639945144, 'myositis': 0.009225782321406308, 'osteoarthritis': 0.05822216681211819, 'osteochondroma': 0.01333998254581723, 'osteochondrosis': 0.006981673108091261, 'plantar fasciitis': 0.01408801895025558, 'pseudohypoparathyroidism': 0.0009973818725844657, 'rheumatoid arthritis': 0.04263807505298591, 'septic arthritis': 0.004114200224410921, 'sickle cell crisis': 0.05747413040767984, 'spondylosis': 0.07505298591198105, 'sporotrichosis': 0.00037401820221917467, 'sprain or strain': 0.07480364044383493, 'systemic lupus erythematosis (sle)': 0.013714000748036404, 'tendinitis': 0.0438848023937165}"
foot or toe pain,"{""athlete's foot"": 0.02765627204741075, 'bone spur of the calcaneous': 0.003527585720333004, 'bunion': 0.0045153097220262456, 'callus': 0.03696909834908988, 'complex regional pain syndrome': 0.08931847043883166, 'crushing injury': 0.0050797234372795255, 'diabetic peripheral neuropathy': 0.03174827148299704, 'dislocation of the ankle': 0.0015521377169465218, 'dislocation of the foot': 0.0012699308593198814, 'flat feet': 0.003386482291519684, 'fracture of the ankle': 0.0031042754338930435, 'fracture of the finger': 0.000846620572879921, 'fracture of the foot': 0.0015521377169465218, 'frostbite': 0.0014110342881332016, 'ganglion cyst': 0.04938620008466206, 'gout': 0.08847184986595175, 'hammer toe': 0.0007055171440666008, 'ingrown toe nail': 0.04106109778467617, 'injury of the ankle': 0.011852688020318894, 'injury to the leg': 0.08635529843375193, 'mononeuritis': 0.047128545223648934, 'neuropathy due to drugs': 0.0046564131508395655, 'onychomycosis': 0.03626358120502328, 'open wound of the foot': 0.0022576548610131228, 'osteochondroma': 0.015098066883025257, 'osteochondrosis': 0.007478481727105969, 'paronychia': 0.032171581769437, 'peripheral arterial disease': 0.007478481727105969, 'peripheral nerve disorder': 0.08720191900663186, 'plantar fasciitis': 0.015944687455905177, 'pyogenic skin infection': 0.08452095385917878, 'sprain or strain': 0.08748412586425851, 'tendinitis': 0.049527303513475375, 'thrombophlebitis': 0.03301820234231692}"
bowlegged or knock-kneed,{'osteochondrosis': 1.0}
ankle pain,"{'bone spur of the calcaneous': 0.004754754754754755, 'dislocation of the ankle': 0.0022522522522522522, 'flat feet': 0.0055055055055055055, 'fracture of the ankle': 0.0045045045045045045, 'fracture of the foot': 0.002002002002002002, 'fracture of the leg': 0.08133133133133133, 'gout': 0.1549049049049049, 'injury of the ankle': 0.025275275275275275, 'injury to the leg': 0.1524024024024024, 'joint effusion': 0.06006006006006006, 'mononeuritis': 0.08758758758758758, 'osteoarthritis': 0.11586586586586586, 'osteochondrosis': 0.014514514514514515, 'plantar fasciitis': 0.025775775775775774, 'sprain or strain': 0.15090090090090091, 'tendinitis': 0.11236236236236236}"
bones are painful,"{'bone disorder': 0.03380281690140845, 'chondromalacia of the patella': 0.006402048655569782, 'fibroadenoma': 0.017157490396927016, 'fracture of the jaw': 0.01638924455825864, 'fracture of the patella': 0.0176696542893726, 'fracture of the rib': 0.11728553137003841, 'fracture of the shoulder': 0.022023047375160053, 'fracture of the vertebra': 0.04814340588988476, 'gynecomastia': 0.013316261203585146, 'injury to the arm': 0.15441741357234315, 'injury to the shoulder': 0.08860435339308578, 'injury to the trunk': 0.11216389244558259, 'lipoma': 0.11959026888604353, 'osteomyelitis': 0.0412291933418694, 'osteoporosis': 0.048911651728553135, 'pilonidal cyst': 0.059154929577464786, 'plantar fasciitis': 0.03354673495518566, 'systemic lupus erythematosis (sle)': 0.031241997439180536, 'trigger finger (finger disorder)': 0.018950064020486556}"
knee weakness,"{'chondromalacia of the patella': 0.0362381363244176, 'chronic knee pain': 0.06729939603106126, 'fracture of the ankle': 0.01639344262295082, 'fracture of the leg': 0.38740293356341676, 'injury to the knee': 0.031061259706643658, 'knee ligament or meniscus tear': 0.05090595340811044, 'open wound of the arm': 0.007765314926660914, 'osteoarthritis': 0.4029335634167386}"
elbow pain,"{'ankylosing spondylitis': 0.0662751677852349, 'bone spur of the calcaneous': 0.006291946308724832, 'brachial neuritis': 0.12856543624161074, 'bursitis': 0.12856543624161074, 'carpal tunnel syndrome': 0.12709731543624161, 'dislocation of the elbow': 0.007340604026845637, 'fracture of the arm': 0.04865771812080537, 'fracture of the neck': 0.006082214765100671, 'injury to the arm': 0.12730704697986578, 'injury to the shoulder': 0.0549496644295302, 'joint effusion': 0.04530201342281879, 'lateral epicondylitis (tennis elbow)': 0.03712248322147651, 'mononeuritis': 0.07067953020134228, 'nerve impingement near the shoulder': 0.030201342281879196, 'open wound of the arm': 0.0006291946308724832, 'osteoarthritis': 0.09500838926174497, 'osteochondrosis': 0.0199244966442953}"
knee swelling,"{'bursitis': 0.15887605042016806, 'chondromalacia of the patella': 0.006827731092436975, 'chronic knee pain': 0.02100840336134454, 'coagulation (bleeding) disorder': 0.01680672268907563, 'crushing injury': 0.01050420168067227, 'dislocation of the knee': 0.0005252100840336134, 'dislocation of the patella': 0.0005252100840336134, 'fracture of the leg': 0.09164915966386554, 'fracture of the patella': 0.011817226890756302, 'ganglion cyst': 0.0900735294117647, 'gout': 0.164390756302521, 'hemarthrosis': 0.0007878151260504202, 'injury to the leg': 0.16334033613445378, 'joint effusion': 0.06328781512605042, 'knee ligament or meniscus tear': 0.014705882352941176, 'osteoarthritis': 0.11948529411764706, 'peripheral arterial embolism': 0.025735294117647058, 'scoliosis': 0.030199579831932773, 'septic arthritis': 0.009453781512605041}"
skin moles,"{'acne': 0.03989319930893671, 'actinic keratosis': 0.07397518454531177, 'atrophic skin condition': 0.03549552379456573, 'bunion': 0.005182974713365793, 'contact dermatitis': 0.09643474163656353, 'dermatitis due to sun exposure': 0.03675200251295744, 'hemangioma': 0.05434270457044134, 'melanoma': 0.02167425789225695, 'psoriasis': 0.07303282550651799, 'rosacea': 0.05371446521124548, 'scar': 0.028899010523009267, 'sebaceous cyst': 0.09612062195696561, 'seborrheic keratosis': 0.07460342390450762, 'skin cancer': 0.053243285691848594, 'skin disorder': 0.05607036280822993, 'skin pigmentation disorder': 0.07413224438511072, 'skin polyp': 0.07758756086068792, 'soft tissue sarcoma': 0.01429244542170567, 'viral warts': 0.03455316475577195}"
knee lump or mass,"{'aspergillosis': 0.010309278350515464, 'carcinoid syndrome': 0.002061855670103093, 'dumping syndrome': 0.003092783505154639, 'friedrich ataxia': 0.005154639175257732, 'ganglion cyst': 0.4618556701030928, 'granuloma inguinale': 0.008247422680412371, 'knee ligament or meniscus tear': 0.09484536082474226, 'lymphogranuloma venereum': 0.01752577319587629, 'malaria': 0.012371134020618556, 'meckel diverticulum': 0.004123711340206186, 'molluscum contagiosum': 0.34845360824742266, 'reactive arthritis': 0.010309278350515464, 'rheumatic fever': 0.002061855670103093, 'scurvy': 0.004123711340206186, 'trichinosis': 0.010309278350515464, 'vitamin a deficiency': 0.005154639175257732}"
weight gain,"{'acanthosis nigricans': 0.0063801208865010076, 'alcoholic liver disease': 0.05607790463398254, 'cushing syndrome': 0.002686366689053056, 'diabetes': 0.000335795836131632, 'eating disorder': 0.07958361316319677, 'goiter': 0.014103425117528543, 'hashimoto thyroiditis': 0.000671591672263264, 'heart block': 0.15278710543989255, 'heart failure': 0.15379449294828745, 'hypercholesterolemia': 0.0020147750167897917, 'hyperlipidemia': 0.000335795836131632, 'hypothyroidism': 0.014103425117528543, 'iron deficiency anemia': 0.1134989926124916, 'metabolic disorder': 0.004029550033579583, 'nonalcoholic liver disease (nash)': 0.009066487575554063, 'obesity': 0.0010073875083948958, 'obstructive sleep apnea (osa)': 0.20315648085963733, 'open wound of the back': 0.0023505708529214238, 'paroxysmal ventricular tachycardia': 0.11114842175957018, 'polycystic ovarian syndrome (pcos)': 0.04801880456682337, 'polycythemia vera': 0.014439220953660174, 'premature ovarian failure': 0.010409670920080591}"
problems with movement,"{'alcohol intoxication': 0.027309507754551585, 'arthritis of the hip': 0.06855473140031468, 'benign paroxysmal positional vertical (bppv)': 0.02562373567093729, 'bone cancer': 0.008091706001348618, 'cerebral palsy': 0.007979321195774332, 'chondromalacia of the patella': 0.004045853000674309, 'chronic inflammatory demyelinating polyneuropathy (cidp)': 0.0016857720836142953, 'complex regional pain syndrome': 0.06596988087210609, 'delirium': 0.03585075297819735, 'dementia': 0.01798156889188582, 'diabetic peripheral neuropathy': 0.024162733198471568, 'essential tremor': 0.011126095751854349, 'flat feet': 0.0030343897505057315, 'fracture of the leg': 0.038772757923128794, 'gonorrhea': 0.012699483029894359, 'hemiplegia': 0.028658125421443022, 'hydrocephalus': 0.008878399640368621, 'hypoglycemia': 0.06788042256686896, 'injury to the knee': 0.0021353113059114407, 'injury to the leg': 0.0700157338727804, 'joint effusion': 0.025736120476511574, 'multiple myeloma': 0.0035963137783771634, 'multiple sclerosis': 0.05225893459204316, 'myositis': 0.011912789390874354, 'nerve impingement near the shoulder': 0.017082490447291526, 'neuropathy due to drugs': 0.0026972353337828725, 'normal pressure hydrocephalus': 0.0020229265003371545, 'parkinson disease': 0.026073274893234435, 'peripheral nerve disorder': 0.06731849853899753, 'plantar fasciitis': 0.015059563946954372, 'poisoning due to anticonvulsants': 0.003146774556080018, 'poisoning due to antimicrobial drugs': 0.005956394695437177, 'sciatica': 0.050123623286131715, 'scoliosis': 0.009665093279388626, 'spinal stenosis': 0.06979096426163182, 'spinocerebellar ataxia': 0.00033715441672285906, 'spondylolisthesis': 0.03641267700606878, 'stricture of the esophagus': 0.006855473140031468, 'stroke': 0.050123623286131715, 'tic (movement) disorder': 0.008653630029220049, 'vitamin b12 deficiency': 0.004720161834120027}"
knee stiffness or tightness,"{'chronic knee pain': 0.0576, 'dislocation of the knee': 0.0016, 'dislocation of the patella': 0.0024, 'injury to the leg': 0.4744, 'joint effusion': 0.2512, 'knee ligament or meniscus tear': 0.048, 'scoliosis': 0.1136, 'vitamin b12 deficiency': 0.0512}"
leg swelling,"{'bursitis': 0.0983798229497244, 'chronic knee pain': 0.012694170703190245, 'deep vein thrombosis (dvt)': 0.021212627359278438, 'fracture of the leg': 0.057123768164356103, 'gout': 0.09570736595957909, 'heart failure': 0.07616502421914147, 'hypertensive heart disease': 0.1030566226824787, 'injury to the leg': 0.10539502254885585, 'insect bite': 0.0768331384666778, 'kidney failure': 0.02304994154000334, 'lymphedema': 0.043260397527977286, 'open wound of the knee': 0.00016702856188408218, 'peripheral arterial embolism': 0.012527142141306163, 'pulmonary congestion': 0.056288625354935694, 'pulmonary embolism': 0.07466176716218473, 'pyogenic skin infection': 0.07850342408551862, 'systemic lupus erythematosis (sle)': 0.017872056121596792, 'thrombophlebitis': 0.03708034073826624, 'varicose veins': 0.01002171371304493}"
foot or toe swelling,"{""athlete's foot"": 0.04620075046904315, 'bone spur of the calcaneous': 0.00375234521575985, 'callus': 0.07786116322701689, 'deep vein thrombosis (dvt)': 0.028611632270168854, 'diabetic peripheral neuropathy': 0.05276735459662289, 'envenomation from spider or animal bite': 0.051594746716697934, 'fracture of the ankle': 0.003048780487804878, 'fracture of the finger': 0.0007035647279549719, 'fracture of the foot': 0.001876172607879925, 'gout': 0.14657598499061913, 'ingrown toe nail': 0.0724671669793621, 'injury of the ankle': 0.02298311444652908, 'injury to the knee': 0.008911819887429643, 'injury to the leg': 0.1430581613508443, 'intestinal cancer': 0.008677298311444653, 'lymphedema': 0.07926829268292683, 'open wound of the foot': 0.003048780487804878, 'paronychia': 0.056050656660412757, 'pyogenic skin infection': 0.10647279549718575, 'scabies': 0.03212945590994371, 'vasculitis': 0.053939962476547844}"
heartburn,"{'cardiomyopathy': 0.02243635840644326, 'colonic polyp': 0.024737523371206674, 'diverticulosis': 0.04832446426003164, 'esophagitis': 0.08730044585071192, 'gallstone': 0.06558320149575722, 'gastroduodenal ulcer': 0.050337983604199624, 'heart attack': 0.0848554580756508, 'hemorrhoids': 0.08960161081547534, 'hiatal hernia': 0.06630231554724579, 'hypertension of pregnancy': 0.006903494894290234, 'hypertensive heart disease': 0.06400115058248239, 'idiopathic absence of menstruation': 0.03710628505681001, 'indigestion': 0.0445850711922911, 'iron deficiency anemia': 0.06500791025456637, 'liver disease': 0.08614986336833022, 'rectal disorder': 0.08730044585071192, 'stomach cancer': 0.011362002013519345, 'stricture of the esophagus': 0.010211419531137638, 'white blood cell disease': 0.0478929958291385}"
smoking problems,"{'alcohol abuse': 0.17548321464903358, 'drug abuse': 0.23143438453713122, 'hyperlipidemia': 0.001525940996948118, 'lung cancer': 0.013224821973550356, 'metabolic disorder': 0.008138351983723296, 'neurosis': 0.30366225839267547, 'protein deficiency': 0.024415055951169887, 'smoking or tobacco addiction': 0.24211597151576805}"
muscle pain,"{'adhesive capsulitis of the shoulder': 0.03523035230352303, 'essential tremor': 0.053116531165311655, 'fibromyalgia': 0.18102981029810297, 'hypothyroidism': 0.018970189701897018, 'ischemic heart disease': 0.3062330623306233, 'lumbago': 0.05745257452574526, 'osteoarthritis': 0.24823848238482385, 'plantar fasciitis': 0.08401084010840108, 'syphilis': 0.015718157181571817}"
infant feeding problem,"{'cerebral palsy': 0.15405777166437415, 'injury to the leg': 0.8170563961485557, 'neonatal jaundice': 0.02888583218707015}"
recent weight loss,"{'anemia due to chronic kidney disease': 0.2876712328767123, 'foreign body in the gastrointestinal tract': 0.7123287671232876}"
problems with shape or size of breast,{'gynecomastia': 1.0}
underweight,{'None': 0}
difficulty eating,"{'broken tooth': 0.24127906976744187, 'eating disorder': 0.7587209302325582}"
scanty menstrual flow,{'female infertility of unknown cause': 1.0}
vaginal pain,"{'chlamydia': 0.029896907216494847, 'female genitalia infection': 0.035395189003436425, 'gonorrhea': 0.032989690721649485, 'pelvic organ prolapse': 0.07766323024054983, 'vaginal cyst': 0.20996563573883162, 'vaginal yeast infection': 0.10652920962199312, 'vaginismus': 0.014776632302405498, 'vaginitis': 0.16907216494845362, 'vulvar disorder': 0.037800687285223365, 'vulvodynia': 0.20171821305841925, 'yeast infection': 0.08419243986254296}"
vaginal redness,"{'benign vaginal discharge (leukorrhea)': 0.28, 'gestational diabetes': 0.01647058823529412, 'preeclampsia': 0.11450980392156863, 'vaginal yeast infection': 0.22588235294117648, 'vaginitis': 0.3631372549019608}"
